Age,Age_Band ,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,DistanceFromHome_Band,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,HourlyRate_Band,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyIncome_Band,MonthlyRate,NumCompaniesWorked,NumCompaniesWorked_Band,Over18,OverTime,PercentSalaryHike,PercentSalaryHike_Band,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TotalWorkingYears_Band,TrainingTimesLastYear,TrainingTimesLastYear_Band,WorkLifeBalance,YearsAtCompany,YearsAtCompany_Band,YearsInCurrentRole,YearsInCurrentRole_Band,YearsSinceLastPromotion,YearsSinceLastPromotion_Band,YearsWithCurrManager,YearsWithCurrManager_Band
34,31-40 yrs old,Yes,Non-Travel,967,Research & Development,16,11-20KM,4,Technical Degree,1,1905,4,Male,85,RM61-RM90,1,1,Research Scientist,1,Married,2307,RM0-RM5000,14460,1,0-2,Y,Yes,23,>20%,4,2,80,1,5,4-6 years,2,0-2 hours,3,5,4-6 years,2,0-3 years,3,0-3 years,0,0-3 years
56,>50 yrs old,Yes,Travel_Rarely,1162,Research & Development,24,>20KM,2,Life Sciences,1,1907,1,Male,97,>RM90,3,1,Laboratory Technician,4,Single,2587,RM0-RM5000,10261,1,0-2,Y,No,16,16-20%,3,4,80,0,5,4-6 years,3,3-5 hours,3,4,4-6 years,2,0-3 years,1,0-3 years,0,0-3 years
36,31-40 yrs old,No,Travel_Rarely,335,Sales,17,11-20KM,2,Marketing,1,1908,3,Male,33,RM31-RM60,2,2,Sales Executive,2,Married,5507,RM5001-RM10000,16822,2,0-2,Y,No,16,16-20%,3,3,80,2,12,>9 years,1,0-2 hours,1,4,4-6 years,2,0-3 years,1,0-3 years,3,0-3 years
41,41-50 yrs old,No,Travel_Rarely,337,Sales,8,0-10KM,3,Marketing,1,1909,3,Female,54,RM31-RM60,3,2,Sales Executive,2,Married,4393,RM0-RM5000,26841,5,3-5,Y,No,21,>20%,4,3,80,1,14,>9 years,3,3-5 hours,3,5,4-6 years,4,4-6 years,1,0-3 years,4,4-6 years
42,41-50 yrs old,No,Travel_Rarely,1396,Research & Development,6,0-10KM,3,Medical,1,1911,3,Male,83,RM61-RM90,3,3,Research Director,1,Married,13348,RM10001-RM15000,14842,9,>5,Y,No,13,11-15%,3,2,80,1,18,>9 years,3,3-5 hours,4,13,>9 years,7,7-9 years,5,4-6 years,7,7-9 years
31,31-40 yrs old,No,Travel_Rarely,1079,Sales,10,0-10KM,2,Medical,1,1912,3,Female,86,RM61-RM90,3,2,Sales Executive,4,Divorced,6583,RM5001-RM10000,20115,2,0-2,Y,Yes,11,11-15%,3,4,80,1,8,7-9 years,2,0-2 hours,3,5,4-6 years,2,0-3 years,1,0-3 years,4,4-6 years
34,31-40 yrs old,No,Travel_Rarely,735,Sales,3,0-10KM,1,Medical,1,1915,4,Female,75,RM61-RM90,2,2,Sales Executive,4,Married,8103,RM5001-RM10000,16495,3,3-5,Y,Yes,12,11-15%,3,3,80,0,9,7-9 years,3,3-5 hours,2,4,4-6 years,2,0-3 years,0,0-3 years,1,0-3 years
31,31-40 yrs old,No,Travel_Rarely,471,Research & Development,4,0-10KM,3,Medical,1,1916,1,Female,62,RM61-RM90,4,1,Laboratory Technician,3,Divorced,3978,RM0-RM5000,16031,8,>5,Y,No,12,11-15%,3,2,80,1,4,4-6 years,0,0-2 hours,2,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
26,21-30 yrs old,No,Travel_Frequently,1096,Research & Development,6,0-10KM,3,Other,1,1918,3,Male,61,RM61-RM90,4,1,Laboratory Technician,4,Married,2544,RM0-RM5000,7102,0,0-2,Y,No,18,16-20%,3,1,80,1,8,7-9 years,3,3-5 hours,3,7,7-9 years,7,7-9 years,7,7-9 years,7,7-9 years
45,41-50 yrs old,No,Travel_Frequently,1297,Research & Development,1,0-10KM,4,Medical,1,1922,2,Male,44,RM31-RM60,3,2,Healthcare Representative,3,Single,5399,RM5001-RM10000,14511,4,3-5,Y,No,12,11-15%,3,3,80,0,12,>9 years,3,3-5 hours,3,4,4-6 years,2,0-3 years,0,0-3 years,3,0-3 years
33,31-40 yrs old,No,Travel_Rarely,217,Sales,10,0-10KM,4,Marketing,1,1924,2,Male,43,RM31-RM60,3,2,Sales Executive,3,Single,5487,RM5001-RM10000,10410,1,0-2,Y,No,14,11-15%,3,2,80,0,10,>9 years,2,0-2 hours,2,10,>9 years,4,4-6 years,0,0-3 years,9,7-9 years
28,21-30 yrs old,No,Travel_Frequently,783,Sales,1,0-10KM,2,Life Sciences,1,1927,3,Male,42,RM31-RM60,2,2,Sales Executive,4,Married,6834,RM5001-RM10000,19255,1,0-2,Y,Yes,12,11-15%,3,3,80,1,7,7-9 years,2,0-2 hours,3,7,7-9 years,7,7-9 years,0,0-3 years,7,7-9 years
29,21-30 yrs old,Yes,Travel_Frequently,746,Sales,24,>20KM,3,Technical Degree,1,1928,3,Male,45,RM31-RM60,4,1,Sales Representative,1,Single,1091,RM0-RM5000,10642,1,0-2,Y,No,17,16-20%,3,4,80,0,1,0-3 years,3,3-5 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
39,31-40 yrs old,No,Non-Travel,1251,Sales,21,>20KM,4,Life Sciences,1,1929,1,Female,32,RM31-RM60,1,2,Sales Executive,3,Married,5736,RM5001-RM10000,3987,6,>5,Y,No,19,16-20%,3,3,80,1,10,>9 years,1,0-2 hours,3,3,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
27,21-30 yrs old,No,Travel_Rarely,1354,Research & Development,2,0-10KM,4,Technical Degree,1,1931,2,Male,41,RM31-RM60,3,1,Research Scientist,2,Married,2226,RM0-RM5000,6073,1,0-2,Y,No,11,11-15%,3,3,80,1,6,4-6 years,3,3-5 hours,2,5,4-6 years,3,0-3 years,1,0-3 years,2,0-3 years
34,31-40 yrs old,No,Travel_Frequently,735,Research & Development,22,>20KM,4,Other,1,1932,3,Male,86,RM61-RM90,2,2,Research Scientist,4,Married,5747,RM5001-RM10000,26496,1,0-2,Y,Yes,15,11-15%,3,2,80,0,16,>9 years,3,3-5 hours,3,15,>9 years,10,>9 years,6,4-6 years,11,>9 years
28,21-30 yrs old,Yes,Travel_Rarely,1475,Sales,13,11-20KM,2,Marketing,1,1933,4,Female,84,RM61-RM90,3,2,Sales Executive,3,Single,9854,RM5001-RM10000,23352,3,3-5,Y,Yes,11,11-15%,3,4,80,0,6,4-6 years,0,0-2 hours,3,2,0-3 years,0,0-3 years,2,0-3 years,2,0-3 years
47,41-50 yrs old,No,Non-Travel,1169,Research & Development,14,11-20KM,4,Technical Degree,1,1934,3,Male,64,RM61-RM90,3,2,Research Scientist,2,Married,5467,RM5001-RM10000,2125,8,>5,Y,No,18,16-20%,3,3,80,1,16,>9 years,4,3-5 hours,4,8,7-9 years,7,7-9 years,1,0-3 years,7,7-9 years
56,>50 yrs old,No,Travel_Rarely,1443,Sales,11,11-20KM,5,Marketing,1,1935,4,Female,89,RM61-RM90,2,2,Sales Executive,1,Married,5380,RM5001-RM10000,20328,4,3-5,Y,No,16,16-20%,3,3,80,1,6,4-6 years,3,3-5 hours,3,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
39,31-40 yrs old,No,Travel_Rarely,867,Research & Development,9,0-10KM,2,Medical,1,1936,1,Male,87,RM61-RM90,3,2,Manufacturing Director,1,Married,5151,RM5001-RM10000,12315,1,0-2,Y,No,25,>20%,4,4,80,1,10,>9 years,3,3-5 hours,3,10,>9 years,0,0-3 years,7,7-9 years,9,7-9 years
38,31-40 yrs old,No,Travel_Frequently,1394,Research & Development,8,0-10KM,3,Medical,1,1937,4,Female,58,RM31-RM60,2,2,Research Scientist,2,Divorced,2133,RM0-RM5000,18115,1,0-2,Y,Yes,16,16-20%,3,3,80,1,20,>9 years,3,3-5 hours,3,20,>9 years,11,>9 years,0,0-3 years,7,7-9 years
58,>50 yrs old,No,Travel_Rarely,605,Sales,21,>20KM,3,Life Sciences,1,1938,4,Female,72,RM61-RM90,3,4,Manager,4,Married,17875,>RM15000,11761,4,3-5,Y,Yes,13,11-15%,3,3,80,1,29,>9 years,2,0-2 hours,2,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
32,31-40 yrs old,Yes,Travel_Frequently,238,Research & Development,5,0-10KM,2,Life Sciences,1,1939,1,Female,47,RM31-RM60,4,1,Research Scientist,3,Single,2432,RM0-RM5000,15318,3,3-5,Y,Yes,14,11-15%,3,1,80,0,8,7-9 years,2,0-2 hours,3,4,4-6 years,1,0-3 years,0,0-3 years,3,0-3 years
38,31-40 yrs old,No,Travel_Rarely,1206,Research & Development,9,0-10KM,2,Life Sciences,1,1940,2,Male,71,RM61-RM90,3,1,Research Scientist,4,Divorced,4771,RM0-RM5000,14293,2,0-2,Y,No,19,16-20%,3,4,80,2,10,>9 years,0,0-2 hours,4,5,4-6 years,2,0-3 years,0,0-3 years,3,0-3 years
49,41-50 yrs old,No,Travel_Frequently,1064,Research & Development,2,0-10KM,1,Life Sciences,1,1941,2,Male,42,RM31-RM60,3,5,Research Director,4,Married,19161,>RM15000,13738,3,3-5,Y,No,15,11-15%,3,4,80,0,28,>9 years,3,3-5 hours,3,5,4-6 years,4,4-6 years,4,4-6 years,3,0-3 years
42,41-50 yrs old,No,Travel_Rarely,419,Sales,12,11-20KM,4,Marketing,1,1943,2,Male,77,RM61-RM90,3,2,Sales Executive,4,Divorced,5087,RM5001-RM10000,2900,3,3-5,Y,Yes,12,11-15%,3,3,80,2,14,>9 years,4,3-5 hours,3,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
27,21-30 yrs old,Yes,Travel_Frequently,1337,Human Resources,22,>20KM,3,Human Resources,1,1944,1,Female,58,RM31-RM60,2,1,Human Resources,2,Married,2863,RM0-RM5000,19555,1,0-2,Y,No,12,11-15%,3,1,80,0,1,0-3 years,2,0-2 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
35,31-40 yrs old,No,Travel_Rarely,682,Sales,18,11-20KM,4,Medical,1,1945,2,Male,71,RM61-RM90,3,2,Sales Executive,1,Married,5561,RM5001-RM10000,15975,0,0-2,Y,No,16,16-20%,3,4,80,1,6,4-6 years,2,0-2 hours,1,5,4-6 years,3,0-3 years,0,0-3 years,4,4-6 years
28,21-30 yrs old,No,Non-Travel,1103,Research & Development,16,11-20KM,3,Medical,1,1947,3,Male,49,RM31-RM60,3,1,Research Scientist,3,Single,2144,RM0-RM5000,2122,1,0-2,Y,No,14,11-15%,3,3,80,0,5,4-6 years,3,3-5 hours,2,5,4-6 years,3,0-3 years,1,0-3 years,4,4-6 years
31,31-40 yrs old,No,Non-Travel,976,Research & Development,3,0-10KM,2,Medical,1,1948,3,Male,48,RM31-RM60,3,1,Research Scientist,1,Divorced,3065,RM0-RM5000,3995,1,0-2,Y,Yes,13,11-15%,3,4,80,1,4,4-6 years,3,3-5 hours,4,4,4-6 years,2,0-3 years,2,0-3 years,3,0-3 years
36,31-40 yrs old,No,Non-Travel,1351,Research & Development,9,0-10KM,4,Life Sciences,1,1949,1,Male,66,RM61-RM90,4,1,Laboratory Technician,2,Married,2810,RM0-RM5000,9238,1,0-2,Y,No,22,>20%,4,2,80,0,5,4-6 years,3,3-5 hours,3,5,4-6 years,4,4-6 years,0,0-3 years,2,0-3 years
34,31-40 yrs old,No,Travel_Rarely,937,Sales,1,0-10KM,3,Marketing,1,1950,1,Male,32,RM31-RM60,3,3,Sales Executive,4,Single,9888,RM5001-RM10000,6770,1,0-2,Y,No,21,>20%,4,1,80,0,14,>9 years,3,3-5 hours,2,14,>9 years,8,7-9 years,2,0-3 years,1,0-3 years
34,31-40 yrs old,No,Travel_Rarely,1239,Sales,13,11-20KM,4,Medical,1,1951,4,Male,39,RM31-RM60,3,3,Sales Executive,3,Divorced,8628,RM5001-RM10000,22914,1,0-2,Y,No,18,16-20%,3,3,80,1,9,7-9 years,2,0-2 hours,2,8,7-9 years,7,7-9 years,1,0-3 years,1,0-3 years
26,21-30 yrs old,No,Travel_Rarely,157,Research & Development,1,0-10KM,3,Medical,1,1952,3,Male,95,>RM90,3,1,Laboratory Technician,1,Single,2867,RM0-RM5000,20006,0,0-2,Y,No,13,11-15%,3,4,80,0,8,7-9 years,6,>5 hours,2,7,7-9 years,7,7-9 years,7,7-9 years,6,4-6 years
29,21-30 yrs old,No,Travel_Rarely,136,Research & Development,1,0-10KM,3,Life Sciences,1,1954,1,Male,89,RM61-RM90,3,2,Healthcare Representative,1,Married,5373,RM5001-RM10000,6225,0,0-2,Y,No,12,11-15%,3,1,80,1,6,4-6 years,5,3-5 hours,2,5,4-6 years,3,0-3 years,0,0-3 years,2,0-3 years
32,31-40 yrs old,No,Non-Travel,1146,Research & Development,15,11-20KM,4,Medical,1,1955,3,Female,34,RM31-RM60,3,2,Healthcare Representative,4,Divorced,6667,RM5001-RM10000,16542,5,3-5,Y,No,18,16-20%,3,2,80,1,9,7-9 years,6,>5 hours,3,5,4-6 years,1,0-3 years,1,0-3 years,2,0-3 years
31,31-40 yrs old,No,Travel_Frequently,1125,Research & Development,1,0-10KM,3,Life Sciences,1,1956,4,Male,48,RM31-RM60,1,2,Research Scientist,1,Married,5003,RM5001-RM10000,5771,1,0-2,Y,No,21,>20%,4,2,80,0,10,>9 years,6,>5 hours,3,10,>9 years,8,7-9 years,8,7-9 years,7,7-9 years
28,21-30 yrs old,Yes,Travel_Rarely,1404,Research & Development,17,11-20KM,3,Technical Degree,1,1960,3,Male,32,RM31-RM60,2,1,Laboratory Technician,4,Divorced,2367,RM0-RM5000,18779,5,3-5,Y,No,12,11-15%,3,1,80,1,6,4-6 years,2,0-2 hours,2,4,4-6 years,1,0-3 years,0,0-3 years,3,0-3 years
38,31-40 yrs old,No,Travel_Rarely,1404,Sales,1,0-10KM,3,Life Sciences,1,1961,1,Male,59,RM31-RM60,2,1,Sales Representative,1,Single,2858,RM0-RM5000,11473,4,3-5,Y,No,14,11-15%,3,1,80,0,20,>9 years,3,3-5 hours,2,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
35,31-40 yrs old,No,Travel_Rarely,1224,Sales,7,0-10KM,4,Life Sciences,1,1962,3,Female,55,RM31-RM60,3,2,Sales Executive,4,Married,5204,RM5001-RM10000,13586,1,0-2,Y,Yes,11,11-15%,3,4,80,0,10,>9 years,2,0-2 hours,3,10,>9 years,8,7-9 years,0,0-3 years,9,7-9 years
27,21-30 yrs old,No,Travel_Rarely,954,Sales,9,0-10KM,3,Marketing,1,1965,4,Male,44,RM31-RM60,3,2,Sales Executive,4,Single,4105,RM0-RM5000,5099,1,0-2,Y,No,14,11-15%,3,1,80,0,7,7-9 years,5,3-5 hours,3,7,7-9 years,7,7-9 years,0,0-3 years,7,7-9 years
32,31-40 yrs old,No,Travel_Rarely,1373,Research & Development,5,0-10KM,4,Life Sciences,1,1966,4,Male,56,RM31-RM60,2,2,Manufacturing Director,4,Single,9679,RM5001-RM10000,10138,8,>5,Y,No,24,>20%,4,2,80,0,8,7-9 years,1,0-2 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
31,31-40 yrs old,Yes,Travel_Frequently,754,Sales,26,>20KM,4,Marketing,1,1967,1,Male,63,RM61-RM90,3,2,Sales Executive,4,Married,5617,RM5001-RM10000,21075,1,0-2,Y,Yes,11,11-15%,3,3,80,0,10,>9 years,4,3-5 hours,3,10,>9 years,7,7-9 years,0,0-3 years,8,7-9 years
53,>50 yrs old,Yes,Travel_Rarely,1168,Sales,24,>20KM,4,Life Sciences,1,1968,1,Male,66,RM61-RM90,3,3,Sales Executive,1,Single,10448,RM10001-RM15000,5843,6,>5,Y,Yes,13,11-15%,3,2,80,0,15,>9 years,2,0-2 hours,2,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
54,>50 yrs old,No,Travel_Rarely,155,Research & Development,9,0-10KM,2,Life Sciences,1,1969,1,Female,67,RM61-RM90,3,2,Research Scientist,3,Married,2897,RM0-RM5000,22474,3,3-5,Y,No,11,11-15%,3,3,80,2,9,7-9 years,6,>5 hours,2,4,4-6 years,3,0-3 years,2,0-3 years,3,0-3 years
33,31-40 yrs old,No,Travel_Frequently,1303,Research & Development,7,0-10KM,2,Life Sciences,1,1970,4,Male,36,RM31-RM60,3,2,Healthcare Representative,3,Divorced,5968,RM5001-RM10000,18079,1,0-2,Y,No,20,16-20%,4,3,80,3,9,7-9 years,2,0-2 hours,3,9,7-9 years,7,7-9 years,2,0-3 years,8,7-9 years
43,41-50 yrs old,No,Travel_Rarely,574,Research & Development,11,11-20KM,3,Life Sciences,1,1971,1,Male,30,RM0-RM30,3,3,Healthcare Representative,3,Married,7510,RM5001-RM10000,16873,1,0-2,Y,No,17,16-20%,3,2,80,1,10,>9 years,1,0-2 hours,3,10,>9 years,9,7-9 years,0,0-3 years,9,7-9 years
38,31-40 yrs old,No,Travel_Frequently,1444,Human Resources,1,0-10KM,4,Other,1,1972,4,Male,88,RM61-RM90,3,1,Human Resources,2,Married,2991,RM0-RM5000,5224,0,0-2,Y,Yes,11,11-15%,3,2,80,1,7,7-9 years,2,0-2 hours,3,6,4-6 years,2,0-3 years,1,0-3 years,2,0-3 years
55,>50 yrs old,No,Travel_Rarely,189,Human Resources,26,>20KM,4,Human Resources,1,1973,3,Male,71,RM61-RM90,4,5,Manager,2,Married,19636,>RM15000,25811,4,3-5,Y,Yes,18,16-20%,3,1,80,1,35,>9 years,0,0-2 hours,3,10,>9 years,9,7-9 years,1,0-3 years,4,4-6 years
31,31-40 yrs old,No,Travel_Rarely,1276,Research & Development,2,0-10KM,1,Medical,1,1974,4,Female,59,RM31-RM60,1,1,Laboratory Technician,4,Divorced,1129,RM0-RM5000,17536,1,0-2,Y,Yes,11,11-15%,3,3,80,3,1,0-3 years,4,3-5 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
39,31-40 yrs old,No,Travel_Rarely,119,Sales,15,11-20KM,4,Marketing,1,1975,2,Male,77,RM61-RM90,3,4,Sales Executive,1,Single,13341,RM10001-RM15000,25098,0,0-2,Y,No,12,11-15%,3,1,80,0,21,>9 years,3,3-5 hours,3,20,>9 years,8,7-9 years,11,>9 years,10,>9 years
42,41-50 yrs old,No,Non-Travel,335,Research & Development,23,>20KM,2,Life Sciences,1,1976,4,Male,37,RM31-RM60,2,2,Research Scientist,3,Single,4332,RM0-RM5000,14811,1,0-2,Y,No,12,11-15%,3,4,80,0,20,>9 years,2,0-2 hours,3,20,>9 years,9,7-9 years,3,0-3 years,7,7-9 years
31,31-40 yrs old,No,Non-Travel,697,Research & Development,10,0-10KM,3,Medical,1,1979,3,Female,40,RM31-RM60,3,3,Research Director,3,Married,11031,RM10001-RM15000,26862,4,3-5,Y,No,20,16-20%,4,3,80,1,13,>9 years,2,0-2 hours,4,11,>9 years,7,7-9 years,4,4-6 years,8,7-9 years
54,>50 yrs old,No,Travel_Rarely,157,Research & Development,10,0-10KM,3,Medical,1,1980,3,Female,77,RM61-RM90,3,2,Manufacturing Director,1,Single,4440,RM0-RM5000,25198,6,>5,Y,Yes,19,16-20%,3,4,80,0,9,7-9 years,3,3-5 hours,3,5,4-6 years,2,0-3 years,1,0-3 years,4,4-6 years
24,21-30 yrs old,No,Travel_Rarely,771,Research & Development,1,0-10KM,2,Life Sciences,1,1981,2,Male,45,RM31-RM60,2,2,Healthcare Representative,3,Single,4617,RM0-RM5000,14120,1,0-2,Y,No,12,11-15%,3,2,80,0,4,4-6 years,2,0-2 hours,2,4,4-6 years,3,0-3 years,1,0-3 years,2,0-3 years
23,21-30 yrs old,No,Travel_Rarely,571,Research & Development,12,11-20KM,2,Other,1,1982,4,Male,78,RM61-RM90,3,1,Laboratory Technician,4,Single,2647,RM0-RM5000,13672,1,0-2,Y,No,13,11-15%,3,3,80,0,5,4-6 years,6,>5 hours,4,5,4-6 years,2,0-3 years,1,0-3 years,4,4-6 years
40,31-40 yrs old,No,Travel_Frequently,692,Research & Development,11,11-20KM,3,Technical Degree,1,1985,4,Female,73,RM61-RM90,3,2,Laboratory Technician,3,Married,6323,RM5001-RM10000,26849,1,0-2,Y,No,11,11-15%,3,1,80,1,10,>9 years,2,0-2 hours,4,10,>9 years,9,7-9 years,9,7-9 years,4,4-6 years
40,31-40 yrs old,No,Travel_Rarely,444,Sales,2,0-10KM,2,Marketing,1,1986,2,Female,92,>RM90,3,2,Sales Executive,2,Married,5677,RM5001-RM10000,4258,3,3-5,Y,No,14,11-15%,3,3,80,1,15,>9 years,4,3-5 hours,3,11,>9 years,8,7-9 years,5,4-6 years,10,>9 years
25,21-30 yrs old,No,Travel_Rarely,309,Human Resources,2,0-10KM,3,Human Resources,1,1987,3,Female,82,RM61-RM90,3,1,Human Resources,2,Married,2187,RM0-RM5000,19655,4,3-5,Y,No,14,11-15%,3,3,80,0,6,4-6 years,3,3-5 hours,3,2,0-3 years,0,0-3 years,1,0-3 years,2,0-3 years
30,21-30 yrs old,No,Travel_Rarely,911,Research & Development,1,0-10KM,2,Medical,1,1989,4,Male,76,RM61-RM90,3,1,Laboratory Technician,2,Married,3748,RM0-RM5000,4077,1,0-2,Y,No,13,11-15%,3,3,80,0,12,>9 years,6,>5 hours,2,12,>9 years,8,7-9 years,1,0-3 years,7,7-9 years
25,21-30 yrs old,No,Travel_Rarely,977,Research & Development,2,0-10KM,1,Other,1,1992,4,Male,57,RM31-RM60,3,1,Laboratory Technician,3,Divorced,3977,RM0-RM5000,7298,6,>5,Y,Yes,19,16-20%,3,3,80,1,7,7-9 years,2,0-2 hours,2,2,0-3 years,2,0-3 years,0,0-3 years,2,0-3 years
47,41-50 yrs old,No,Travel_Rarely,1180,Research & Development,25,>20KM,3,Medical,1,1993,1,Male,84,RM61-RM90,3,3,Healthcare Representative,3,Single,8633,RM5001-RM10000,13084,2,0-2,Y,No,23,>20%,4,2,80,0,25,>9 years,3,3-5 hours,3,17,>9 years,14,>9 years,12,>9 years,11,>9 years
33,31-40 yrs old,No,Non-Travel,1313,Research & Development,1,0-10KM,2,Medical,1,1994,2,Male,59,RM31-RM60,2,1,Laboratory Technician,3,Divorced,2008,RM0-RM5000,20439,1,0-2,Y,No,12,11-15%,3,3,80,3,1,0-3 years,2,0-2 hours,2,1,0-3 years,1,0-3 years,0,0-3 years,0,0-3 years
38,31-40 yrs old,No,Travel_Rarely,1321,Sales,1,0-10KM,4,Life Sciences,1,1995,4,Male,86,RM61-RM90,3,2,Sales Executive,2,Married,4440,RM0-RM5000,7636,0,0-2,Y,No,15,11-15%,3,1,80,2,16,>9 years,3,3-5 hours,3,15,>9 years,13,>9 years,5,4-6 years,8,7-9 years
31,31-40 yrs old,No,Travel_Rarely,1154,Sales,2,0-10KM,2,Life Sciences,1,1996,1,Male,54,RM31-RM60,3,1,Sales Representative,3,Married,3067,RM0-RM5000,6393,0,0-2,Y,No,19,16-20%,3,3,80,1,3,0-3 years,1,0-2 hours,3,2,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
38,31-40 yrs old,No,Travel_Frequently,508,Research & Development,6,0-10KM,4,Life Sciences,1,1997,1,Male,72,RM61-RM90,2,2,Manufacturing Director,3,Married,5321,RM5001-RM10000,14284,2,0-2,Y,No,11,11-15%,3,4,80,1,10,>9 years,1,0-2 hours,3,8,7-9 years,3,0-3 years,7,7-9 years,7,7-9 years
42,41-50 yrs old,No,Travel_Rarely,557,Research & Development,18,11-20KM,4,Life Sciences,1,1998,4,Male,35,RM31-RM60,3,2,Research Scientist,1,Divorced,5410,RM5001-RM10000,11189,6,>5,Y,Yes,17,16-20%,3,3,80,1,9,7-9 years,3,3-5 hours,2,4,4-6 years,3,0-3 years,1,0-3 years,2,0-3 years
41,41-50 yrs old,No,Travel_Rarely,642,Research & Development,1,0-10KM,3,Life Sciences,1,1999,4,Male,76,RM61-RM90,3,1,Research Scientist,4,Married,2782,RM0-RM5000,21412,3,3-5,Y,No,22,>20%,4,1,80,1,12,>9 years,3,3-5 hours,3,5,4-6 years,3,0-3 years,1,0-3 years,0,0-3 years
47,41-50 yrs old,No,Non-Travel,1162,Research & Development,1,0-10KM,1,Medical,1,2000,3,Female,98,>RM90,3,3,Research Director,2,Married,11957,RM10001-RM15000,17231,0,0-2,Y,No,18,16-20%,3,1,80,2,14,>9 years,3,3-5 hours,1,13,>9 years,8,7-9 years,5,4-6 years,12,>9 years
35,31-40 yrs old,No,Travel_Rarely,1490,Research & Development,11,11-20KM,4,Medical,1,2003,4,Male,43,RM31-RM60,3,1,Laboratory Technician,3,Married,2660,RM0-RM5000,20232,7,>5,Y,Yes,11,11-15%,3,3,80,1,5,4-6 years,3,3-5 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
22,21-30 yrs old,No,Travel_Rarely,581,Research & Development,1,0-10KM,2,Life Sciences,1,2007,4,Male,63,RM61-RM90,3,1,Research Scientist,3,Single,3375,RM0-RM5000,17624,0,0-2,Y,No,12,11-15%,3,4,80,0,4,4-6 years,2,0-2 hours,4,3,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
35,31-40 yrs old,No,Travel_Rarely,1395,Research & Development,9,0-10KM,4,Medical,1,2008,2,Male,48,RM31-RM60,3,2,Research Scientist,3,Single,5098,RM5001-RM10000,18698,1,0-2,Y,No,19,16-20%,3,2,80,0,10,>9 years,5,3-5 hours,3,10,>9 years,7,7-9 years,0,0-3 years,8,7-9 years
33,31-40 yrs old,No,Travel_Rarely,501,Research & Development,15,11-20KM,2,Medical,1,2009,2,Female,95,>RM90,3,2,Healthcare Representative,4,Married,4878,RM0-RM5000,21653,0,0-2,Y,Yes,13,11-15%,3,1,80,1,10,>9 years,6,>5 hours,3,9,7-9 years,7,7-9 years,8,7-9 years,1,0-3 years
32,31-40 yrs old,No,Travel_Rarely,267,Research & Development,29,>20KM,4,Life Sciences,1,2010,3,Female,49,RM31-RM60,2,1,Laboratory Technician,2,Single,2837,RM0-RM5000,15919,1,0-2,Y,No,13,11-15%,3,3,80,0,6,4-6 years,3,3-5 hours,3,6,4-6 years,2,0-3 years,4,4-6 years,1,0-3 years
40,31-40 yrs old,No,Travel_Rarely,543,Research & Development,1,0-10KM,4,Life Sciences,1,2012,1,Male,83,RM61-RM90,3,1,Laboratory Technician,4,Married,2406,RM0-RM5000,4060,8,>5,Y,No,19,16-20%,3,3,80,2,8,7-9 years,3,3-5 hours,2,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
32,31-40 yrs old,No,Travel_Rarely,234,Sales,1,0-10KM,4,Medical,1,2013,2,Male,68,RM61-RM90,2,1,Sales Representative,2,Married,2269,RM0-RM5000,18024,0,0-2,Y,No,14,11-15%,3,2,80,1,3,0-3 years,2,0-2 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
39,31-40 yrs old,No,Travel_Rarely,116,Research & Development,24,>20KM,1,Life Sciences,1,2014,1,Male,52,RM31-RM60,3,2,Research Scientist,4,Single,4108,RM0-RM5000,5340,7,>5,Y,No,13,11-15%,3,1,80,0,18,>9 years,2,0-2 hours,3,7,7-9 years,7,7-9 years,1,0-3 years,7,7-9 years
38,31-40 yrs old,No,Travel_Rarely,201,Research & Development,10,0-10KM,3,Medical,1,2015,2,Female,99,>RM90,1,3,Research Director,3,Married,13206,RM10001-RM15000,3376,3,3-5,Y,No,12,11-15%,3,1,80,1,20,>9 years,3,3-5 hours,3,18,>9 years,16,>9 years,1,0-3 years,11,>9 years
